Organization,Industry,Date Reported,Date of Incident,Date of Discovery,State,Residents Affected,Breach Type,Notes
The Northwestern Mutual Life Insurance Company,,2/7/2024,10/29/2023,,Indiana,18,,
The Northwestern Mutual Life Insurance Company,,2/16/2024,10/29/2023,,Indiana,549,,
The Northwestern Mutual Life Insurance Company,,3/1/2024,10/29/2023,,Indiana,1397,,
The Northwestern Mutual Life Insurance Company,,8/9/2024,3/9/2024,,Indiana,3,,
The Peddie School,,5/23/2024,10/30/2023,,Indiana,1,,
The Philadelphia Inquirer PBC,,4/29/2024,5/11/2023,,Indiana,75,,
The Pifer Group,,3/21/2024,8/4/2023,,Indiana,17,,
The Professional Alternative,,1/18/2024,5/27/2023,,Indiana,1,,
The Prudential Insurance Company of America,,3/29/2024,2/4/2024,,Indiana,61560,,
TheraCom LLC,,10/8/2024,2/21/2024,,Indiana,236,,
Therapeutic Health Services,,7/19/2024,2/24/2024,,Indiana,36,,
The Roman Catholic Diocese of Phoenix,,4/15/2024,1/17/2024,,Indiana,96,,
The Rudman Winchell Law Firm,,3/13/2024,2/2/2023,,Indiana,16,,
The Sheffield Group and Sheffield Risk,,2/6/2024,4/21/2023,,Indiana,16,,
The Skillman Corporation,,5/20/2024,11/29/2023,,Indiana,457,,
The Spokesman-Review,,6/18/2024,4/8/2024,,Indiana,1,,
"The Teaching Company Sales, LLC dba The Great Courses",,7/16/2024,11/8/2023,,Indiana,18,,
The Tech Interactive,,9/16/2024,4/9/2024,,Indiana,1,,
"The Time Group, Inc",,6/24/2024,12/21/2023,,Indiana,2,,
The Tire Rack Inc,,7/17/2024,4/17/2024,,Indiana,12,,
"The Trustees of the Walters Art Gallery, Inc dba the Walters Art Museum",,9/27/2024,10/10/2023,,Indiana,5,,
The Union Labor Life Insurance Company,,,10/29/2023,,Indiana,486,,
The University of Illinois - Chicago Campus,,7/10/2024,6/13/2024,,Indiana,1,,
The Variable Annuity Life Insurance Company,,3/8/2024,9/24/2023,,Indiana,1,,
The Variable Annuity Life Insurance Company,,3/8/2024,2/20/2024,,Indiana,1,,
The Vernon Company,,7/16/2024,6/8/2024,,Indiana,144,,
The Village of Niles,,11/18/2024,6/10/2024,,Indiana,30,,
The Wladis Law Firm,,1/19/2024,9/14/2023,,Indiana,1,,
The Woodlands Methodist Church,,3/27/2024,3/29/2023,,Indiana,3,,
The Woodson Center,,2/14/2024,11/25/2023,,Indiana,2,,
Ticketmaster LLC,,6/27/2024,4/2/2024,,Indiana,1000,,
Tidal Basin Holdco LLC,,10/1/2024,8/10/2024,,Indiana,1,,
"Timex Group USA, Inc",,1/29/2024,6/1/2023,,Indiana,11,,
Tire Discounters Inc,,9/11/2024,4/23/2024,,Indiana,7,,
"TJ Enterprises, Inc",,2/2/2024,,,Indiana,10,,
TK Constructors Inc,,10/7/2024,7/8/2024,,Indiana,646,,
TLV Corporation,,6/12/2024,1/28/2024,,Indiana,3,,
Tobin Carberry O'Malley Riley & Selinger PC,,7/19/2024,,,Indiana,7,,
"Tolmar, Inc",,5/15/2024,2/21/2024,,Indiana,17,,
Toro Enterprises Inc,,10/23/2024,6/5/2024,,Indiana,2,,
Toshiba America Business Solutions Inc,,5/28/2024,12/4/2023,,Indiana,126,,
Toshiba Global Commerce Solutions Inc,,7/23/2024,12/4/2023,,Indiana,53,,
Totally Promotional,,10/16/2024,11/20/2023,,Indiana,788,,
Township of Montclair,,4/19/2024,5/22/2023,,Indiana,3,,
TPG Architecture LLP,,5/31/2024,12/14/2023,,Indiana,2,,
TPI Corporation,,8/13/2024,3/12/2024,,Indiana,2,,
TradeZero America Inc,,9/19/2024,7/29/2024,,Indiana,175,,
Transamerica Life Insurance Company,,5/8/2024,3/6/2023,,Indiana,1256,,
Transformative Healthcare,,12/27/2023,2/17/2023,,Indiana,438,,
"Transition Finance Strategies, LLC dba Blue Ridge ESOP Associates",,1/29/2024,11/15/2023,,Indiana,1,,
Transportation Services Inc,,2/29/2024,12/29/2023,,Indiana,1,,
Transport Funding LLC,,9/16/2024,1/16/2024,,Indiana,6,,
TransUnion Risk and Alternative Data Solutions,,10/2/2024,6/1/2024,,Indiana,1182,,
TRC Staffing Services Inc dba TRC Talent Solutions,,5/24/2024,3/26/2024,,Indiana,86,,
TREND Enterprises Inc,,5/15/2024,1/28/2024,,Indiana,1,,
"Trendium Pool Products, Inc",,2/8/2024,11/20/2023,,Indiana,13,,
Tri-City Healthcare District,,4/4/2024,11/8/2023,,Indiana,62,,
Trico Enterprises LLC,,1/23/2024,7/21/2023,,Indiana,25,,
Tricon Energy Inc,,11/6/2024,9/26/2024,,Indiana,2,,
Tri Delta,,4/1/2024,3/4/2024,,Indiana,6,,
Trinity Universal Insurance Company,,2/9/2024,7/7/2023,,Indiana,6248,,
Trionfo Solutions LLC,,5/22/2024,12/4/2023,,Indiana,2724,,
TRISTAR Insurance Group,,2/1/2024,11/4/2022,,Indiana,499,,
Triumph Group Inc,,10/25/2024,7/23/2024,,Indiana,4,,
True Homes LLC,,5/8/2024,3/19/2024,,Indiana,29,,
True World Holdings LLC,,10/3/2024,8/23/2024,,Indiana,147,,
Trulane University,,6/5/2024,12/14/2023,,Indiana,15,,
TruSpire Retirement Insurance Company,,,5/14/2024,,Indiana,1,,
Turning Point of Central California,,8/30/2024,4/30/2024,,Indiana,1,,
Tursso Companies,,8/20/2024,7/24/2024,,Indiana,1,,
Tuttle-Click Automotive Group,,9/19/2024,11/24/2023,,Indiana,7,,
T Y Lin International Group Ltd,,2/20/2024,7/27/2023,,Indiana,21,,
Uber Technologies Inc,,8/7/2024,2/13/2024,,Indiana,1,,
"U-Haul International, Inc",,2/22/2024,7/20/2023,,Indiana,968,,
UKG Inc,,1/5/2024,6/23/2023,,Indiana,5,,
"Ulrich Consulting & Investment Group, LLC dba Ulrich Investment Consultants",,7/5/2024,3/22/2024,,Indiana,2,,
"Ultra Electronics Advanced Tactical Systems, Inc",,3/15/2024,11/1/2023,,Indiana,2,,
Union League Boys and Girls Club,,10/1/2024,1/22/2024,,Indiana,19,,
"United Actuarial Services, Inc",,1/18/2024,,,Indiana,8,,
United Bridge Partners,,6/7/2024,5/20/2023,,Indiana,1,,
UnitedHealthcare,,8/7/2024,2/14/2024,,Indiana,2,,
United Of Omaha Life Insurance Company,,7/26/2024,4/21/2024,,Indiana,492,,
United Planners Financial Services of America,,8/26/2024,10/4/2023,,Indiana,4,,
"United Seating and Mobility, LLC, dba Numotion",,4/15/2024,2/29/2024,,Indiana,182,,
United Service Companies,,2/16/2024,10/14/2023,,Indiana,192,,
United States Med Supply,,1/12/2024,11/13/2023,,Indiana,6,,
UNITE HERE,,2/23/2024,10/20/2023,,Indiana,5681,,
UniversalPegasus International,,11/27/2024,6/13/2024,,Indiana,38,,
University of Chicago Medical Center,,5/24/2024,1/4/2024,,Indiana,1463,,
University of Pennsylvania,,4/9/2024,10/29/2023,,Indiana,3,,
Upchurch Holdings LLC,,10/18/2024,7/14/2024,,Indiana,5,,
Upper Merion Township,,9/25/2024,12/24/2023,,Indiana,6,,
Urban Strategies LLC,,6/12/2024,2/22/2024,,Indiana,4,,
US #1364 Federal Credit Union,,3/26/2024,2/21/2024,,Indiana,12657,,
USAA,,8/27/2024,4/13/2024,,Indiana,245,,
US Merchants Financial Group Inc,,9/3/2024,2/13/2024,,Indiana,2,,
Valley Mountain Regional Center,,4/19/2024,8/1/2023,,Indiana,31,,
Valley Oaks Health,,3/18/2024,6/8/2023,,Indiana,14966,,
Valley Veterinary Clinic LLC,,4/23/2024,2/4/2024,,Indiana,565,,
Van Buren Public Schools,,11/27/2024,11/29/2023,,Indiana,4,,
Vantage Aging,,1/12/2024,9/13/2023,,Indiana,1,,
Vantage Aging,,11/25/2024,5/16/2024,,Indiana,93,,
Van Wagner Group LLC,,10/31/2024,8/3/2024,,Indiana,72,,
Van Wingerden International Inc,,10/25/2024,1/3/2024,,Indiana,28,,
Van Zyverden Inc,,6/5/2024,3/7/2024,,Indiana,2,,
Varsity Brands Inc,,10/14/2024,5/22/2024,,Indiana,5072,,
VCUArts Qarar,,8/12/2024,6/21/2024,,Indiana,3,,
Ventura County Credit Union,,6/20/2024,1/29/2024,,Indiana,23,,
Venture Plastics Inc,,7/12/2024,10/9/2023,,Indiana,7,,
"Veolia North America, Inc",,2/9/2024,1/9/2024,,Indiana,17,,
Veolia WTS USA Inc fka Suez WTS USA Ind fka GE Betz Inc,,8/2/2024,1/23/2024,,Indiana,1,,
Vericast Digital Corp,,1/10/2024,5/27/2023,,Indiana,39,,
VeriSource Services Inc,,8/20/2024,2/27/2024,,Indiana,853,,
Verizon Communications Inc,,2/7/2024,9/21/2023,,Indiana,353,,
"Victoria Eye Center, et al.",,5/13/2024,3/21/2024,,Indiana,8,,
Village Fertility Pharmacy LLC,,11/6/2024,7/19/2024,,Indiana,5,,
Village of Hoffman Estates,,7/31/2024,10/16/2023,,Indiana,8,,
Village of Skokie,,1/16/2024,12/18/2023,,Indiana,41,,
Village of Thornton,,4/18/2024,1/19/2024,,Indiana,13,,
"Virgin Hotels North America, LLC",,3/1/2024,8/31/2023,,Indiana,26,,
Virginia Farm Bureau Mutual Insurance Company,,2/15/2024,10/16/2022,,Indiana,158,,
Virginia Union University,,5/1/2024,2/7/2023,,Indiana,191,,
Visionary Integration Professionals,,4/15/2024,9/21/2023,,Indiana,5,,
Vista Higher Learning Inc,,9/6/2024,7/10/2024,,Indiana,28,,
Vista Host Inc,,7/30/2024,11/20/2023,,Indiana,1,,
Vista Point Mortgage LLC,,11/18/2024,5/21/2024,,Indiana,14,,
"Viterra USA Grain, LLC",,1/16/2024,1/11/2024,,Indiana,4,,
"VOIP Supply, Inc",,7/17/2024,5/8/2024,,Indiana,1,,
Volgelpohl Fire Equiqment,,1/22/2024,,,Indiana,13,,
Volunteers of America Ohio & Indiana Inc,,11/18/2024,10/5/2024,,Indiana,1,,
Von Tobel Corporation,,3/8/2024,,,Indiana,302,,
VPS of MI PLLC,,11/15/2024,6/4/2024,,Indiana,8,,
vTech Solution Inc,,11/18/2024,9/30/2024,,Indiana,7,,
W^3 Owner LP,,5/16/2024,3/2/2024,,Indiana,1,,
W3 Wealth Management LLC,,5/10/2024,1/12/2024,,Indiana,3,,
Wabash College,,9/16/2024,5/31/2024,,Indiana,2324,,
Walmart Inc,,2/23/2024,12/3/2023,,Indiana,4,,
Walmart Inc,,4/5/2024,9/1/2023,,Indiana,9,,
Walser Automotive Group,,7/24/2024,5/14/2024,,Indiana,6,,
Walsworth Publishing Company,,11/22/2024,12/26/2024,,Indiana,2412,,
Ward Transport & Logistics Corporation,,10/2/2024,,,Indiana,15,,
Washington County Hospital and Nursing Home,,2/7/2024,12/24/2023,,Indiana,17,,
Washington National Insurance Company,,1/26/2024,11/28/2023,,Indiana,417,,
Water For People,,9/5/2024,12/15/2023,,Indiana,40,,
Watermark Auto Group,,8/1/2024,2/7/2023,,Indiana,4,,
Water Street Capital Inc,,5/8/2024,2/1/2024,,Indiana,2,,
"Waystar, Inc",,12/20/2023,10/24/2023,,Indiana,8,,
WD & Associates,,9/12/2024,2/1/2023,,Indiana,1,,
Webber International University,,5/24/2024,2/28/2024,,Indiana,30,,
Webcor,,1/2/2024,10/22/2023,,Indiana,1,,
"WebTPA Employer Services, LLC",,5/8/2024,3/6/2023,,Indiana,20085,,
"Weihe Engineers, Inc",,7/1/2024,1/2/2024,,Indiana,230,,
Weinberg Wheeler Hudgins Gunn & Dial LLC,,8/29/2024,9/11/2023,,Indiana,22,,
Welch Packaging Inc,,5/7/2024,2/19/2024,,Indiana,37,,
Wellesley Asset Management Inc,,9/20/2024,,,Indiana,13,,
WellLife Network Inc,,8/29/2024,8/26/2023,,Indiana,1,,
Wells Fargo Clearing Services LLC,,9/18/2024,5/1/2024,,Indiana,3,,
WERCS dba Wyoming Financial Group,,3/13/2024,12/13/2023,,Indiana,2,,
Western Ecosystems Technology Inc,,9/16/2024,8/5/2024,,Indiana,6,,
Western Electrical Contractors Association Inc,,8/29/2024,1/21/2024,,Indiana,371,,
Western National Group,,3/1/2024,,,Indiana,5,,
Western New York Independent Living Inc,,3/19/2024,10/12/2023,,Indiana,1,,
Wexford-Missaukee ISD,,11/29/2024,9/12/2023,,Indiana,1,,
Wheels Manufacturing LLC,,12/6/2024,10/7/2024,,Indiana,7,,
White Oak Partners LLC,,3/22/2024,2/23/2024,,Indiana,1,,
Whitewater Valley REMC,,1/26/2024,,,Indiana,24,,
Whitley Penn,,1/29/2024,9/5/2023,,Indiana,1,,
Wichita County TX,,10/22/2024,5/7/2024,,Indiana,30,,
Wiers Farm Inc,,9/27/2024,7/9/2024,,Indiana,15,,
Wilcac Life Insurance Company,,2/16/2024,11/29/2023,,Indiana,2,,
Wilder & Co CPA,,6/7/2024,8/15/2023,,Indiana,4,,
William Jewell College,,1/29/2024,8/18/2023,,Indiana,13,,
Williams County Abstract Company,,7/16/2024,3/21/2024,,Indiana,3,,
Willis Lease Finance Corporation,,8/13/2024,1/31/2024,,Indiana,1,,
WinStar Farm LLC,,11/11/2024,7/15/2024,,Indiana,16,,
Wipro Ltd,,11/13/2024,10/21/2024,,Indiana,1,,
Wireless Communications Inc dba Cellular Plus,,10/25/2024,8/15/2024,,Indiana,2,,
Wise US Inc,,6/28/2024,6/26/2024,,Indiana,0,,
Wolf Haldenstein Adler Freeman & Herz LLP,,5/23/2024,12/13/2023,,Indiana,1,,
Woodruff-Sawyer & Co,,3/4/2024,1/20/2024,,Indiana,244,,
Woodsville Guaranty Savings Bank,,1/5/2024,5/27/2023,,Indiana,3,,
Worcester Polytechnic Institute,,11/5/2024,,,Indiana,8,,
Workstream Technologies Inc,,9/20/2024,8/8/2024,,Indiana,4,,
World's Finest Chocolate,,5/24/2024,4/16/2024,,Indiana,1,,
Worldwide Clinical Trials Holdings Inc,,5/8/2024,11/11/2023,,Indiana,13,,
Wright Brothers Construction Company Inc,,8/5/2024,4/3/2024,,Indiana,6,,
Wright Consulting Engineers LLC,,10/28/2024,6/17/2024,,Indiana,2,,
Wright Moore DeHart Dupuis & Hutchinson LLC,,9/19/2024,6/29/2024,,Indiana,128,,
Wyoming Machinery Company,,7/18/2024,3/15/2024,,Indiana,14,,
Wysocki Family of Companies,,4/3/2024,11/21/2023,,Indiana,6,,
Yesway,,1/24/2024,5/29/2023,,Indiana,3,,
YMCA of Central Florida,,6/28/2024,5/16/2024,,Indiana,17,,
York County School of Technology,,4/5/2024,4/26/2023,,Indiana,3,,
"York Wallcoverings, Inc",,7/19/2024,4/11/2024,,Indiana,1,,
Youth and Shelter Services Inc,,10/29/2024,9/3/2023,,Indiana,7,,
Zai Lab (US) LLC,,12/22/2023,11/25/2023,,Indiana,3,,
Zane Benefits LLC,,11/25/2024,11/2/2024,,Indiana,20,,
Zeiger Tigges & Little LP,,9/11/2024,,,Indiana,4,,
Zydus Pharmaceuticals Inc,,10/29/2024,7/21/2024,,Indiana,3,,
180 Medical,,2/24/2025,2/18/2025,,Indiana,9,,
1 Air Cargo Pkwy East,,7/4/2024,7/1/2024,,Indiana,70,,
2Gether Financial Services Inc,,1/28/2025,8/1/2023,,Indiana,4,,
48 Elevator Components LTD,,1/15/2025,8/25/2024,,Indiana,3,,
Acme Erectors Incorporated,,4/23/2025,1/21/2025,,Indiana,6,,
ADEC Inc,,4/23/2025,3/18/2025,,Indiana,11,,
Adkore Staffing Group LLC,,4/24/2025,9/11/2024,,Indiana,57,,
Adoptions From The Heart,,1/24/2025,4/17/2024,,Indiana,1,,
Aeon,,4/21/2025,12/3/2024,,Indiana,1,,
AFL CIO Staff Retirement Plan (owner of data) Zenith American Solutions (vendor),,1/19/2025,9/6/2024,,Indiana,84,,
Akumin Inc,,12/23/2024,10/11/2023,,Indiana,147,,
Alder Construction Company,,2/7/2025,10/3/2024,,Indiana,12,,
"Alfano Immigration Law, PA",,4/23/2025,4/3/2025,,Indiana,41,,
All American Poly Corp,,1/27/2025,8/26/2024,,Indiana,3,,
Allied Telesis Inc,,4/21/2025,4/30/2024,,Indiana,10,,
Alta Resources Corp,,12/20/2024,11/17/2023,,Indiana,763,,
American Addiction Centers Inc,,12/23/2024,9/23/2024,,Indiana,3433,,
American Association of Colleges of Osteopathic Medicine,,4/8/2025,9/26/2024,,Indiana,1146,,
American Payroll Institute Inc dba Payroll Org,,12/31/2024,9/18/2024,,Indiana,4,,
American Renal Management LLD dba Innovative Rental Care,,2/14/2025,2/21/2024,,Indiana,251,,
American Trust Company,,1/2/2025,8/8/2024,,Indiana,141,,
Ameriprise Financial,,4/8/2025,1/1/2018,,Indiana,12,,
Ameriprise Financial Services LLC,,4/11/2025,3/31/2025,,Indiana,1,,
Amerman Ginder & Co LLC,,3/5/2025,9/28/2024,,Indiana,1,,
Anniversary Holding Company LLC,,12/23/2024,7/9/2024,,Indiana,1,,
AOD Federal Credit Union,,3/27/2025,8/8/2024,,Indiana,59,,
Apache Mills Inc,,3/3/2025,8/13/2024,,Indiana,1,,
Apex Global Solutions,,4/24/2025,6/18/2024,,Indiana,1,,
Archdiocese of Indianapolis,,3/18/2025,12/19/2024,,Indiana,316,,
Arixa Capital Advisors LLC,,1/7/2025,11/13/2024,,Indiana,2,,
Army Navy Country Club,,1/2/2025,10/6/2024,,Indiana,1,,
Asbury Theological Seminary,,3/10/2025,6/1/2024,,Indiana,631,,
Ascension Health,,4/28/2025,5/30/2023,,Indiana,169183,,
Athena Cosmetics Inc dba Revitalash Cosmetics,,4/15/2025,1/15/2025,,Indiana,1,,
Athens County Board of Developmental Disabilities,,2/11/2025,5/24/2024,,Indiana,1,,
ATLAS CPSs and Advisors PLLC,,3/24/2025,11/15/2024,,Indiana,1,,
ATSG Inc,,2/21/2025,9/5/2024,,Indiana,9,,
Aurorium Holdings LLC,,1/13/2025,4/1/2024,,Indiana,314,,
Auxis Investment Holdings LLC,,2/14/2025,11/21/2024,,Indiana,1,,
Avery Products Corporation,,1/16/2025,7/18/2024,,Indiana,1195,,
Aya Healthcare Inc,,2/27/2025,1/12/2025,,Indiana,102,,
AY McDonald Industries Inc,,2/12/2025,1/12/2025,,Indiana,4,,
Baltimore City Public Schools,,4/24/2025,2/8/2025,,Indiana,9,,
Barrett-Jackson Holdings LLC,,3/7/2025,11/25/2024,,Indiana,1,,
Bath Fitter Distributing Inc,,4/18/2025,12/4/2024,,Indiana,96,,
Bavaria Sausage Inc,,3/3/2025,4/6/2024,,Indiana,103,,
Bay Cove Human Services Inc,,3/3/2025,12/29/2024,,Indiana,4,,
Bay Village of Sarasota Inc,,4/21/2025,2/7/2025,,Indiana,3,,
BCM One Inc,,1/2/2025,5/28/2024,,Indiana,1,,
Behavioral Health Resources,,4/17/2025,11/20/2024,,Indiana,7,,
Belfair Property Owners' Association Inc,,4/3/2025,2/5/2025,,Indiana,5,,
Bender & Company CPAs PC,,2/7/2024,6/21/2024,,Indiana,1,,
Bend-La Pine School District,,2/28/2025,12/21/2024,,Indiana,5,,
Benefits Inc,,12/31/2024,10/1/2024,,Indiana,1,,
Berman & Rabin P A,,1/28/2025,7/5/2024,,Indiana,1804,,
Bethel School District #52,,2/28/2025,12/19/2024,,Indiana,5,,
Bethesda Foundation dba Bethesda Senior Living Communities,,2/28/2025,8/9/2024,,Indiana,7,,
Betterdoor.com,,12/31/2024,7/30/2024,,Indiana,136,,
Biagi Bros Inc,,,12/31/2024,,Indiana,36,,
"Black, Bashor & Porsch LLP",,1/24/2025,11/22/2024,,Indiana,2,,
Black Hills Regional Eye Institute,,3/6/2025,1/8/2025,,Indiana,1,,
Bloom RC Holdings Inc dba RightCrowd,,4/21/2025,11/22/2024,,Indiana,2,,
Bluestone Bank,,3/27/2025,2/28/2025,,Indiana,17,,
Boston Mutual Life Insurance Company,,3/11/2025,12/9/2024,,Indiana,233,,
Boston University on behalf of the Framingham Heart Study,,12/13/2024,8/26/2024,,Indiana,1,,
Brett Robinson,,4/18/2025,,,Indiana,2,,
Brighthouse Financial,,10/9/2024,8/17/2024,,Indiana,1,,
Brown Paindiris & Scott LLP,,3/14/2025,11/7/2023,,Indiana,9,,
Brumbaugh Wealth Management,,1/13/2025,7/3/2024,,Indiana,2,,
Bucktail Medical Center,,2/21/2025,5/13/2024,,Indiana,1,,
Bunkhouse Management LLC,,4/15/2025,6/4/2024,,Indiana,22,,
Business Insurance Services Inc,,4/9/2025,12/14/2023,,Indiana,1,,
Cabot Medical Care,,4/9/2025,1/25/2025,,Indiana,3,,
Cabrillo College,,1/27/2025,5/12/2024,,Indiana,5,,
California Cryobank LLC,,3/14/2025,4/20/2024,,Indiana,36,,
Calumet Civil Contractors Inc,,5/13/2024,3/29/2024,,Indiana,456,,
Cambridge University Press & Assessment,,4/23/2025,6/3/2024,,Indiana,169,,
Canby School District,,2/28/2025,12/21/2024,,Indiana,2,,
Capital One,,4/4/2025,3/14/2025,,Indiana,1,,
Caputo & Company PC,,4/17/2025,3/12/2025,,Indiana,4,,
Cardinal Health Inc,,4/30/2025,10/30/2024,,Indiana,3,,
"Carlson Building Maintenance, Inc",,2/26/2025,9/30/2024,,Indiana,7,,
"Carlton County, Minnesota",,4/25/2025,1/23/2025,,Indiana,1,,
Carolina Arthritis Association,,2/27/2025,9/27/2024,,Indiana,7,,
Carroll Consolidated School Corporation,,3/4/2025,12/28/2024,,Indiana,253,,
Carruth Compliance Consulting,,,,,Indiana,60,,
Catholic Charities of Southern Nevada,,2/7/2025,6/22/2024,,Indiana,13,,
Centennial School District,,2/28/2025,12/21/2024,,Indiana,2,,
Center for Advanced Learning,,2/28/2025,12/1/2024,,Indiana,1,,
Central Oregon Community College,,2/28/2025,12/21/2024,,Indiana,2,,
Central Texas Pediatric Orthopedics,,4/11/2025,1/23/2025,,Indiana,32,,
Central Valley Meat Co Inc,,12/30/2024,5/23/2024,,Indiana,28,,
CES Family of Companies,,3/24/2025,10/17/2024,,Indiana,10,,
Charleston Area Medical Center,,2/14/2025,10/2/2024,,Indiana,35,,
Charleston County School District,,4/29/2025,7/16/2024,,Indiana,22,,
Charlie's Tax Service,,3/7/2025,12/9/2024,,Indiana,9,,
Chatsworth Products Inc,,4/8/2025,9/12/2024,,Indiana,27,,
Chemeketa Community College,,2/28/2025,12/21/2024,,Indiana,4,,
Cheshire Academy,,4/24/2025,9/13/2024,,Indiana,2,,
Chester County Probation Parole and Pretrial Services,,1/16/2025,12/31/2024,,Indiana,4,,
CHI Aviation,,4/26/2025,3/26/2025,,Indiana,18,,
Chicago Doorways LLC,,4/15/2025,2/3/2025,,Indiana,2,,
Christian Academy School System,,2/18/2025,12/19/2024,,Indiana,1363,,
Christopher L Mewborn Attorney PA dba Mewborn & DeSelms Attorney at Law,,2/7/2025,3/22/2024,,Indiana,50,,
Church of the Nazarene,,4/4/2025,4/29/2024,,Indiana,38,,
ChurchShield,,12/27/2024,8/26/2023,,Indiana,757,,
CIO Partners Inc,,4/3/2025,8/12/2024,,Indiana,1,,
City of Ashland Wisconsin,,1/28/2025,10/5/2024,,Indiana,1,,
City of Cedar Falls,,2/19/2024,6/17/2024,,Indiana,1,,
City of Hayward,,1/29/2025,7/9/2023,,Indiana,72,,
City of Lake Jackson,,4/1/2025,9/3/2024,,Indiana,11,,
City of Long Beach CA,,4/14/2025,11/24/2023,,Indiana,210,,
City of McKinney,,2/4/2025,10/31/2024,,Indiana,2,,
City of Noblesville,,1/7/2025,10/22/2024,,Indiana,1797,,
City of Roseburg,,2/14/2025,7/31/2024,,Indiana,16,,
Ciuni & Panichi Inc,,3/27/2025,10/28/2024,,Indiana,457,,
Civic Committee of the Commercial Club of Chicago,,3/27/2025,9/18/2024,,Indiana,5,,
Clackamas Education Service District,,2/28/2025,12/21/2024,,Indiana,1,,
Clark Grave Vault Company,,3/19/2025,11/14/2024,,Indiana,1,,
Clean Air Industries,,4/25/2025,3/10/2025,,Indiana,1,,
Cleveland School District,,3/3/2025,9/28/2024,,Indiana,1,,
CM Buck & Associates,,4/15/2025,11/28/2024,,Indiana,130,,
CMD Corporation,,1/23/2025,10/30/2024,,Indiana,6,,
Coast of Maine Brands,,3/27/2025,6/11/2024,,Indiana,1,,
Colorado River Adventures,,3/3/2025,1/21/2025,,Indiana,44,,
Columbia Hospitality Inc,,1/17/2025,7/30/2024,,Indiana,3,,
Columbus Regional Health Physicians LLC,,12/27/2024,12/17/2024,,Indiana,1,,
Columbus Regional Health Physicians LLC,,1/13/2025,12/18/2024,,Indiana,1,,
Columbus Regional Health Physicians LLC,,3/11/2025,3/5/2025,,Indiana,1,,
Commercial Specialty Truck Holdings,,2/9/2025,8/7/2024,,Indiana,4,,
Community Care Alliance,,3/7/2025,6/20/2024,,Indiana,4,,
Community Dental Care Inc,,3/8/2025,12/6/2024,,Indiana,11,,
Community Health Center Inc,,1/30/2025,10/14/2024,,Indiana,251,,
Community Health Network,,4/11/2025,1/16/2025,,Indiana,1,,
Community High School District # 117,,2/4/2025,6/2/2024,,Indiana,22,,
Community Hospitals Oncology Physicians LLC,,12/23/2024,,,Indiana,2,,
Complete Aviation Services and Modification LLC,,4/8/2025,2/2/2025,,Indiana,5,,
Complete Payroll Solutions,,4/25/2025,2/21/2024,,Indiana,1337,,
Concorde Investment Services,,2/25/2024,6/23/2024,,Indiana,13,,
Concord Orthopaedics,,3/25/2025,11/21/2024,,Indiana,12,,
Conrey Insurance Brokers & Risk Managers,,4/30/2025,11/12/2024,,Indiana,8,,
Consultants In Pain Medicine,,2/14/2025,,,Indiana,1,,
Continental Aerospace Technologies Inc,,3/13/2025,2/12/2024,,Indiana,13,,
Copper Valley Telephone Cooperative Inc,,1/2/2025,11/21/2024,,Indiana,2,,
Core Health & Fitness LLC,,,11/26/2024,,Indiana,1,,
Corob North America Inc,,4/4/2025,11/8/2024,,Indiana,2,,
CR&R Incorporated,,12/26/2024,10/19/2022,,Indiana,6,,
Craft Culture Concepts LLC,,1/21/2025,9/9/2024,,Indiana,6,,
Craig Nieschwietz PLLC,,12/23/2024,5/8/2024,,Indiana,1,,
Credit Sesame Inc,,4/14/2025,1/27/2025,,Indiana,1,,
Creswell School District,,2/28/2025,12/21/2024,,Indiana,2,,
Crosby Enterprises LLC,,4/18/2025,12/19/2024,,Indiana,1,,
CrossCheck Inc,,3/4/2025,5/18/2024,,Indiana,4,,
Crossroads Trading Co Inc,,3/25/2025,2/15/2025,,Indiana,89,,
Cross Valley Federal Credit Union,,3/13/2025,11/19/2025,,Indiana,3,,
Crown Mortgage Company,,12/20/2024,9/4/2024,,Indiana,1159,,
Crystal Lake Elementary District 47,,2/6/2025,10/13/2024,,Indiana,36,,
Cusanos Italian Bakery Inc,,4/29/2025,11/10/2024,,Indiana,3,,
Custom Concrete Inc,,1/27/2025,5/30/2024,,Indiana,1185,,
D'Alberto Graham & Grimsley,,4/23/2025,7/8/2024,,Indiana,1,,
