Year,Date Reported,Organization,PDF Link,Date of Incident,Date of Discovery,Residents Affected,Breach Type,Notes
2019,07-12-19,"Jobscience, Inc.",https://www.iowaattorneygeneral.gov/media/cms/71219_Jobscience_Inc_1B896BC701ABF.pdf,,,,Theft,"N EW YORK    WA SHIN GTON    HOUS TON    P ALO ALTO    PARIS    LOND ON    FRAN KFUR T    BR USSELS    M ILA N    R OME      July 12, 2019  VIA EMAIL        Security Breach Notifications  Consumer Protection Division  Office of the Attorney General of Iowa  1305 E. Walnut Street  Des Moines, Iowa 50319-0106      Re:  Jobscience Data Breach Notification  To Whom It May Concern,  I am writing to inform your office of a data breach experienced by my client, Jobscience, Inc.  (“Jobscience” or the “Company”), a Bullhorn, Inc. company (“Bullhorn”).  Jobscience offers a software platform product that its customers utilize to streamline their hiring  processes and manage information submitted by job applicants. In March 2018, Bullhorn acquired  Jobscience.  Jobscience was informed by agents from the Federal Bureau of Investigation (FBI) in August 2018 that  the agents had observed certain data being exfiltrated from a Jobscience server. After the FBI provided  Jobscience with a copy of the dat"
2019,08-16-19,Virginia Gay Hospital,https://www.iowaattorneygeneral.gov/media/cms/81619_Virginia_Gay_Hospital_361AA08534428.pdf,"August 16, 2019",,,Theft,"    4753321v.1          August 16, 2019  William Sanders  214.698.8063 (direct)  William.Sanders@wilsonelser.com    Attorney General Tom Miller    Office of the Attorney General   Consumer Protection Division   1305 E. Walnut Street  Des Moines, IA 50319  consumer@iowa.gov    Re:  Data Security Incident      Dear Attorney General Miller:  We represent Virginia Gay Hospital with respect to an incident involving the potential exposure  of certain personal information described in detail below.   Nature of the possible security breach or unauthorized use or access   On June 18, 2019, Virginia Gay Hospital determined that patient information contained in an email  account may have been accessed by an unknown third party. Virginia Gay Hospital engaged  computer forensic experts to help investigate and determine what information may have been  impacted.  It was determined that the potentially compromised information included patient names,  dates of birth, social security numbers, and medica"
2019,08-23-19,NTCA - The Rural Broadband Association,https://www.iowaattorneygeneral.gov/media/cms/82319_NTCA_security_breach_7FC645225FD80.pdf,,,,,
2019,09-04-19,CafePress Inc.,https://www.iowaattorneygeneral.gov/media/cms/9419_CafePress_Inc_5CF8A8CFF5AB0.pdf,,,,,
2019,09-11-19,"Cornerstone Building Brands, Inc",https://www.iowaattorneygeneral.gov/media/cms/91119_Cornerstone_Building_Brands_I_E4EF01B1F0E4B.pdf,,,,,
2019,09-30-19,City of Ames,https://www.iowaattorneygeneral.gov/media/cms/93019_City_of_Ames_AAE549228010C.pdf,,,,,
2019,09-30-19,"Leafly Holdings, Inc.",https://www.iowaattorneygeneral.gov/media/cms/93019_Leafly_Holdings_Inc_A9CFFA3A54D6A.pdf,,,,,
2019,10-02-19,"FOCUS Brands Inc., - McAlister's Corporation, Moe's Stores LLC, Schlotzsky's Stores LLC",https://www.iowaattorneygeneral.gov/media/cms/10219_The_Restaurant_Brands_544DCBB5549CE.pdf,,,,,
2019,10-03-19,"Hy-Vee, Inc.",https://www.iowaattorneygeneral.gov/media/cms/10319_HyVee__IA_07B5D907E6723.pdf,"August 14, 2019",,,Theft,"William R. Daugherty  direct dial: 713.646.1321  wdaugherty@bakerlaw.com        October 3, 2019    VIA E-MAIL CONSUMER@AG.IOWA.GOV  Consumer Protection Division  Security Breach Notifications  Office of the Attorney General of Iowa  1305 E. Walnut Street  Des Moines, Iowa 50319-0106  Re:  Incident Notification  Dear Sir or Madam:  Hy-Vee, Inc. (“Hy-Vee”) understands the importance of protecting the payment card  information of its customers. After detecting unauthorized activity on some of its payment  processing systems on July 29, 2019, Hy-Vee immediately began an investigation and leading  cybersecurity firms were engaged to assist. On August 14, 2019, Hy-Vee posted a message on its  website and issued a press release notifying its customers of the investigation. By October 1, 2019,  findings from the investigation were available to accurately identify the Hy-Vee locations and  specific timeframes involved in this incident.  The investigation identified the operation of malware desi"
2019,10-03-19,Hy-Vee Payment Card Data Incident,https://www.iowaattorneygeneral.govhttps://www.hy-vee.com/paymentcardincident/,,,,,
2019,10-14-19,"EyeBuyDirect, Inc.",https://www.iowaattorneygeneral.gov/media/cms/101419_EyeBuyDirect_Inc_0CB04D7E5D196.pdf,"September 28, 2019",,,Theft,"        Sent: Monday, October 14, 2019 11:19 AM To: AG CONSUMER [AG] <CONSUMER.CONSUMER@ag.iowa.gov> Subject: Notice of Data Breach   To whom it may concern: Please be advised that Eye Buy Direct, Inc. (“EBD”), an online retailer of prescription and non- prescription glasses and sunglasses, experienced a security incident that may have affected the security of the personal information of certain Iowa residents. In June of this year, EBD learned that a small number (356) of U.S. consumers had reported fraudulent activity on their credit cards in September 2018 and March 2019. One thing these consumers had in common was a transaction on the EBD website, www.eyebuydirect.com. Upon receiving this information, EBD immediately retained the services of a respected cyber risk management firm with expertise in digital forensics to determine whether EBD’s systems had been compromised. The investigation, which finished on September 17, 2019, concluded that EBD’s systems showed signs of intrusions"
2019,11-20-19,Collins Aerospace,https://www.iowaattorneygeneral.gov/media/cms/112019_Collins_Aerospace_Security_B_9B192D64FD70D.pdf,,,,,
2019,11-26-19,On the Border,https://www.iowaattorneygeneral.gov/media/cms/112619_On_the_Border_341E7B8D87BC3.pdf,,,,,
2019,11-29-19,"Choice Hotels International, Inc.",https://www.iowaattorneygeneral.gov/media/cms/112919_Choice_Hotels_International__4048D70BAB024.pdf,,,,Theft,"Craig A. Hoffman  direct dial: 513.929.3491  cahoffman@bakerlaw.com            November 29, 2019    VIA EMAIL (CONSUMER@AG.IOWA.GOV)  Consumer Protection Division  Security Breach Notifications  Office of the Attorney General of Iowa  1305 E. Walnut Street  DesMoines, IA  50319-0106 Re:  Security Incident      Dear Sir or Madam:  We are writing on behalf of our client, Choice Hotels International, Inc. (“Choice”), to  notify your office of a security incident involving Iowa residents.  Choice is located at 1 Choice  Hotels Circle, Suite 400, Rockville, Maryland 20850.  Choice recently learned of a technical issue that only occurred in a specific circumstance.  The cause of the issue has been addressed.  The issue involved information entered by a visitor to  Choice’s website being inadvertently accessible to third parties, with whom Choice has a business  relationship, when the visitor’s web browser crashed while on the site.  Choice uses technology to  track activities that occur on i"
2019,12-18-19,"Jambav, Inc. (ToonDoo.com)",https://www.iowaattorneygeneral.gov/media/cms/121819_Jambav_Inc_8D0A1E10398D2.pdf,,,,Theft,"Stephanie O. Sparks 408.947.2431 stephanie.sparks@hogefenton.com   3601598  Silicon Valley Office |  60 South Market Street, Suite 1400, San Jose, California 95113-2396 phone   408.287.9501     fax  408.287.2583    www.hogefenton.com December 18, 2019 Via E-Mail and U.S. Mail Consumer Protection Division Security Breach Notifications Office of the Attorney General of Iowa 1305 E. Walnut Street Des Moines, Iowa 50319-0106 Email: consumer@ag.iowa.gov  Re: ToonDoo.com Data Breach Dear Sir or Madam: I write on behalf of Jambav, Inc. (“Jambav”), a Delaware corporation, that had a  comic strip creation tool referred to as “ToonDoo” available online at ToonDoo.com.   On or about November 11, 2019 2:30 a.m. EST, Jambav noticed Twitter content stating  that the ToonDoo.com website had been hacked and the personal information of  ToonDoo users had been compromised. Within two hours of learning that the ToonDoo.com website may have been  hacked, Jambav immediately shut down the website.  The foll"
2019,12-19-19,"Wawa, Inc.",https://www.iowaattorneygeneral.gov/media/cms/121919_Wawa__AG_Notice_Letter_7D262355BBBFD.pdf,,"December 
10, 2019",,Theft,"Gregory T. Parks  Partner  215.963.5170  gregory.parks@morganlewis.com  VIA EMAIL TO CONSUMER@AG.IOWA.GOV  December 19, 2019  Consumer Protection Division  Security Breach Notifications  Office of the Attorney General of Iowa  1305 E. Walnut Street  Des Moines, IA 50319-0106  Re:  Notice of Data Security Incident  Dear Office of the Attorney General:  This Firm represents Wawa, Inc. (“Wawa”) and we are writing to notify you regarding the nature and  circumstances of a recent data security incident.  Wawa is a chain of physical retail convenience stores  operating only in Pennsylvania, New Jersey, Delaware, Maryland, Virginia, Florida, and Washington, D.C.   Wawa does not have stores or other locations in Iowa.  Wawa’s only ecommerce operation that would  deliver to customers in Iowa is not affected by this incident.  It is nonetheless possible that a resident of  Iowa may have used a payment card at a physical Wawa retail store while traveling in Pennsylvania, New  Jersey, Delaware, Ma"
2018,01-11-18,"Deli Management, Inc. dba Jason's Deli, Inc.",https://www.iowaattorneygeneral.gov/media/cms/Deli_Management_Inc_533E914E3BED9.pdf,,,,Theft,"   Established 1849 John Jay Brudz  Partner  202-230-5195  202-842-8465  Jay.Brudz@dbr.com  Law Offices  1500 K Street, NW  Suite 1100  Washington, DC  20005-1209  202-842-8800  202-842-8465 fax  www.drinkerbiddle.com  CALIFORNIA  DELAWARE  ILLINOIS  NEW JERSEY  NEW YORK  PENNSYLVANIA  TEXAS  WASHINGTON D.C.              January 11, 2018  Director Jessica Whitney  Consumer Protection Division                                               Security Breach Notification                                                                                           Office of the Attorney General of Iowa                                                                            1305 E. Walnut Street                                                                    Des Moines, IA 50319  Re:  Notice of a Security Breach    Dear Director Whitney:      Please be advised that our firm, Drinker Biddle & Reath LLP, represents Deli  Management, Inc., doing business as Jason’s Deli, Inc. (“Jason’s Deli” o"
2018,01-12-18,"Guaranteed Rate, Inc.",https://www.iowaattorneygeneral.gov/media/cms/Guaranteed_Rate_Inc_31E27EA9FFC7B.pdf,,,,,
2018,02-05-18,"PAR Electrical Contractors, Inc.",https://www.iowaattorneygeneral.gov/media/cms/PAR_Electrical_Contractors_Inc_18C583B1E1AD4.pdf,,,,,
2018,02-23-18,"Mize Houser & Company, P.A.",https://www.iowaattorneygeneral.gov/media/cms/022318__Mize_Houser__Company_P_41C8BE8226FA6.pdf,,,,,
2018,02-26-18,"MoneyGram International, Inc.",https://www.iowaattorneygeneral.gov/media/cms/022618_MoneyGram_International_492F28468D3E6.pdf,,,,Theft,"  Sheppard, Mullin, Richter & Hampton LLP  30 Rockefeller Plaza   New York, New York 10112-0015  212.653.8700 main  212.653.8701 fax  www.sheppardmullin.com    KRollins@sheppardmullin.com        February 26, 2018    VIA EMAIL    Office of the Attorney General of Louisiana  Consumer Protection Section  1885 North Third Street  Baton Rouge, LA 70802  consumerinfo@ag.louisiana.gov      Re:  Notice Concerning Data Incident    Dear Sir or Madam:        On February 2, 2018, MoneyGram was notified by its local collections counsel, Kovalchuk Law  Offices PA, that one of Kovalchuk’s attorneys was the victim of theft when his car was stolen on or around  February 1, 2018.  At the time of the theft, the attorney had hard copy debtor collections files in his car.       Upon learning of the incident, MoneyGram initiated an investigation into the matter and has been  working closely with Kovalchuk Law Offices ever since.  The Kovalchuk Law Offices contacted local law  enforcement immediately after t"
2018,02-27-18,FastHealth Corporation,https://www.iowaattorneygeneral.gov/media/cms/022718_FastHealth_Corporation_BC593E160E538.pdf,,,,,
2018,03-01-18,Centris Federal Credit Union,https://www.iowaattorneygeneral.gov/media/cms/030118_Centris_Federal_Credit_Union_C682106B3D20B.pdf,,,,,
2018,03-01-18,Equifax - Updated information,https://www.iowaattorneygeneral.gov/media/cms/3_1_18_Equifax_Release_57FAF2457AB92.pdf,,,,Theft,"      FOR IMMEDIATE RELEASE    Equifax Releases Updated Information on 2017  Cybersecurity Incident    ATLANTA, March 1, 2018 - As a result of ongoing analysis of data stolen in last year’s cybersecurity  incident, Equifax Inc. (NYSE: EFX) today announced that the company has confirmed the identities of  U.S. consumers whose partial driver’s license information was taken. Equifax was able to identify these  consumers by referencing other information in proprietary company records that the attackers did not  steal, and by engaging the resources of an external data provider.    Through these additional efforts, Equifax was able to identify approximately 2.4 million U.S. consumers  whose names and partial driver’s license information were stolen, but who were not in the previously  identified affected population discussed in the company’s prior disclosures about the incident. This  information was partial because, in the vast majority of cases, it did not include consumers’ home  addresse"
