Organization,Industry,Date Reported,Date of Incident,Date of Discovery,State,Residents Affected,Breach Type,Notes
MutualOne Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
MutualOne Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Main Street Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
MutualOne Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Paramount Global (“Paramount”),,Unknown,,,Massachusetts,Unknown,Unknown,
"Levene, Gouldin & Thompson, LLP",,Unknown,,,Massachusetts,Unknown,Unknown,
"EMS Management and Consultants
Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
"Discovery at Home, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
"Radius Global Solutions, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
Club Vita US,,Unknown,,,Massachusetts,Unknown,Unknown,
New York Life Insurance Company,,Unknown,,,Massachusetts,Unknown,Unknown,
"Fidelity National Information Services,
Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
Horizon Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Carlisle Wide Plank Floors,,Unknown,,,Massachusetts,Unknown,Unknown,
"Park National Corporation d/b/a Park
National Bank",,Unknown,,,Massachusetts,Unknown,Unknown,
Hub International Limited,,Unknown,,,Massachusetts,Unknown,Unknown,
Banco Popular de Puerto Rico,,Unknown,,,Massachusetts,Unknown,Unknown,
Cohere Health,,Unknown,,,Massachusetts,Unknown,Unknown,
Winchester Savings Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
"Tift Regional Health System, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
"BrightSpring Health Services, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
"Interface, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
"Colorado Department of Health Care
Policy & Financing",,Unknown,,,Massachusetts,Unknown,Unknown,
Georgetown Financial Group,,Unknown,,,Massachusetts,Unknown,Unknown,
"The WorkPlace, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
New England Life Insurance Company,,Unknown,,,Massachusetts,Unknown,Unknown,
"Cummins Behavioral Health Systems,
Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
"EP Global Production Solutions, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
"Kinsley Group, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
M&T Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Humana Inc,,Unknown,,,Massachusetts,Unknown,Unknown,
Tremont Credit Union,,Unknown,,,Massachusetts,Unknown,Unknown,
"Sightpath Medical, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
"Regional Transportation Authority of
Northeastern Illinois",,Unknown,,,Massachusetts,Unknown,Unknown,
Gerber Childrenswear LLC,,Unknown,,,Massachusetts,Unknown,Unknown,
A Plus Total Financial Solutions Inc.,,Unknown,,,Massachusetts,Unknown,Unknown,
Bank of America,,Unknown,,,Massachusetts,Unknown,Unknown,
"Nice Pak Products, Inc. and
Professional Disposables
International, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
"Milliman, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
"MTM Insurance Associates, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
The Village Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Raymond James Financial,,Unknown,,,Massachusetts,Unknown,Unknown,
"Jackson National Life Insurance
Company",,Unknown,,,Massachusetts,Unknown,Unknown,
"North Carolina State Employees’
Credit Union",,Unknown,,,Massachusetts,Unknown,Unknown,
St Mary's Credit Union,,Unknown,,,Massachusetts,Unknown,Unknown,
Mansueto Ventures,,Unknown,,,Massachusetts,Unknown,Unknown,
Main Street Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Mutual One Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
"Valencia, Wilberding & Romero",,Unknown,,,Massachusetts,Unknown,Unknown,
"Pension Benefit Information, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
BankCard USA Merchant Services Inc.,,Unknown,,,Massachusetts,Unknown,Unknown,
Intuit Inc.,,Unknown,,,Massachusetts,Unknown,Unknown,
"JPMorgan Chase Bank, N.A.",,Unknown,,,Massachusetts,Unknown,Unknown,
Trustees of Newark Academy,,Unknown,,,Massachusetts,Unknown,Unknown,
Morris Hospital & Healthcare Centers,,Unknown,,,Massachusetts,Unknown,Unknown,
Avalign Technologies,,Unknown,,,Massachusetts,Unknown,Unknown,
The Colorado State University System,,Unknown,,,Massachusetts,Unknown,Unknown,
Florida Water Products,,Unknown,,,Massachusetts,Unknown,Unknown,
Bailey Cavalieri LLC,,Unknown,,,Massachusetts,Unknown,Unknown,
"Lincoln Bancorp d/b/a Lincoln Savings
Bank",,Unknown,,,Massachusetts,Unknown,Unknown,
Everside Health,,Unknown,,,Massachusetts,Unknown,Unknown,
"Baltimore County, Maryland",,Unknown,,,Massachusetts,Unknown,Unknown,
Mutual One Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Mutual One Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
"Three Crowns Park- A Covenant Living
Community",,Unknown,,,Massachusetts,Unknown,Unknown,
"Cornerstone Energy Services, Inc",,Unknown,,,Massachusetts,Unknown,Unknown,
Proskauer Rose LLP,,Unknown,,,Massachusetts,Unknown,Unknown,
Mutual One Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
CIBC National Trust Company,,Unknown,,,Massachusetts,Unknown,Unknown,
American Cleaning Institute,,Unknown,,,Massachusetts,Unknown,Unknown,
"Venture Transportation Partners, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
"Hendrick Bryant & Nerhood, LLP",,Unknown,,,Massachusetts,Unknown,Unknown,
St Marys Credit Union,,Unknown,,,Massachusetts,Unknown,Unknown,
Mass General Hospital,,Unknown,,,Massachusetts,Unknown,Unknown,
Brigham & Women’s Hospital,,Unknown,,,Massachusetts,Unknown,Unknown,
Winchester Savings Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
BCD Travel USA LCC,,Unknown,,,Massachusetts,Unknown,Unknown,
Mutual One Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Mutual One Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Mutual One Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Mutual One Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
"Americas Society / Council of the
Americas",,Unknown,,,Massachusetts,Unknown,Unknown,
CIBC Bank USA,,Unknown,,,Massachusetts,Unknown,Unknown,
Carter Mario Law Firm,,Unknown,,,Massachusetts,Unknown,Unknown,
Phantom Productions LLC,,Unknown,,,Massachusetts,Unknown,Unknown,
Oak Ridge Associated Universities,,Unknown,,,Massachusetts,Unknown,Unknown,
Discord Inc.,,Unknown,,,Massachusetts,Unknown,Unknown,
"McAndrews, Mehalick, Connolly,
Hulse and Ryan P.C.",,Unknown,,,Massachusetts,Unknown,Unknown,
"Lindabury, McCormick, Estabrook &
Cooper, P.C.",,Unknown,,,Massachusetts,Unknown,Unknown,
MidFirst Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Craft Contemporary,,Unknown,,,Massachusetts,Unknown,Unknown,
Ohio Historical Society,,Unknown,,,Massachusetts,Unknown,Unknown,
Sunflower Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
MutualOne Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Foster Swift Collins & Smith PC,,Unknown,,,Massachusetts,Unknown,Unknown,
Eastern Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
MutualOne Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
MutualOne Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Unified Pain Management,,Unknown,,,Massachusetts,Unknown,Unknown,
Loren D. Stark Company,,Unknown,,,Massachusetts,Unknown,Unknown,
"Southcoast Hospitals Group, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
"Reliance Standard Life Insurance
Company",,Unknown,,,Massachusetts,Unknown,Unknown,
First National Bank of Omaha,,Unknown,,,Massachusetts,Unknown,Unknown,
Sun Life,,Unknown,,,Massachusetts,Unknown,Unknown,
Mauch Chunk Trust Company,,Unknown,,,Massachusetts,Unknown,Unknown,
Ally Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Avient Corporation,,Unknown,,,Massachusetts,Unknown,Unknown,
"The Commerce Insurance Company
(MAPFRE
Insurance®)",,Unknown,,,Massachusetts,Unknown,Unknown,
"The University of Massachusetts Chan
Medical School",,Unknown,,,Massachusetts,Unknown,Unknown,
BankGloucester,,Unknown,,,Massachusetts,Unknown,Unknown,
"Regal Securities, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
First Fed Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Dow Credit Union,,Unknown,,,Massachusetts,Unknown,Unknown,
Kansas City Life Insurance Company,,Unknown,,,Massachusetts,Unknown,Unknown,
"SHK Management, Inc. dba Korman
Communities Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
"PrimeLending, a PlainsCapital
Company",,Unknown,,,Massachusetts,Unknown,Unknown,
Kansas City Life Insurance Company,,Unknown,,,Massachusetts,Unknown,Unknown,
Comerica Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
"Comerica Bank & Trust, National
Association",,Unknown,,,Massachusetts,Unknown,Unknown,
CLEAResult Consulting Inc.,,Unknown,,,Massachusetts,Unknown,Unknown,
"Data Media Associates, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
"SK USA, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
Rockland Trust,,Unknown,,,Massachusetts,Unknown,Unknown,
Encova Mutual Insurance Group,,Unknown,,,Massachusetts,Unknown,Unknown,
"Continental General Insurance
Company",,Unknown,,,Massachusetts,Unknown,Unknown,
"NTT DATA Americas, Inc. on behalf of
PBI Research Services",,Unknown,,,Massachusetts,Unknown,Unknown,
North Shore Communty College,,Unknown,,,Massachusetts,Unknown,Unknown,
New York Life Insurance Company,,Unknown,,,Massachusetts,Unknown,Unknown,
Milan Eye Center,,Unknown,,,Massachusetts,Unknown,Unknown,
Primis Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Veltek Associates Inc.,,Unknown,,,Massachusetts,Unknown,Unknown,
Cambridge Trust Company,,Unknown,,,Massachusetts,Unknown,Unknown,
Chevron Federal Credit Union,,Unknown,,,Massachusetts,Unknown,Unknown,
"PurFoods, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
"OC International, Inc. dba One
Challenge",,Unknown,,,Massachusetts,Unknown,Unknown,
Massachusetts General Hospital,,Unknown,,,Massachusetts,Unknown,Unknown,
"The Lincoln National Life Insurance
Company",,Unknown,,,Massachusetts,Unknown,Unknown,
T Retail LLC,,Unknown,,,Massachusetts,Unknown,Unknown,
TOG Hold Co. & Thirty One Gifts,,Unknown,,,Massachusetts,Unknown,Unknown,
Mascoma Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Tucson Unified School District,,Unknown,,,Massachusetts,Unknown,Unknown,
UnitedHealthcare,,Unknown,,,Massachusetts,Unknown,Unknown,
Winchester Savings Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Dedham Savings,,Unknown,,,Massachusetts,Unknown,Unknown,
Dedham Savings,,Unknown,,,Massachusetts,Unknown,Unknown,
"Fox & Company CPAs, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
Louis Garneau Sports Inc.,,Unknown,,,Massachusetts,Unknown,Unknown,
The Huntington National Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Aloha Pacific Federal Credit Union,,Unknown,,,Massachusetts,Unknown,Unknown,
CareSource,,Unknown,,,Massachusetts,Unknown,Unknown,
Fairfax Oral and Maxillofacial Surgery,,Unknown,,,Massachusetts,Unknown,Unknown,
Proskauer Rose LLP,,Unknown,,,Massachusetts,Unknown,Unknown,
"Executive Office of Health and Human
Services Department of Development
Services",,Unknown,,,Massachusetts,Unknown,Unknown,
Mutual One Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Mutual One Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Mutual One Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Mutual One Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Mutual One Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Mutual One Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Mutual One Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Tremont Credit Union,,Unknown,,,Massachusetts,Unknown,Unknown,
Ernst & Young LLP Canada,,Unknown,,,Massachusetts,Unknown,Unknown,
"Tesla, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
Continental AG,,Unknown,,,Massachusetts,Unknown,Unknown,
HCA Healthcare,,Unknown,,,Massachusetts,Unknown,Unknown,
"The Washington Trust Company, of
Westerly",,Unknown,,,Massachusetts,Unknown,Unknown,
"National Retail Construction Group,
LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
SERRV International,,Unknown,,,Massachusetts,Unknown,Unknown,
Gaston College,,Unknown,,,Massachusetts,Unknown,Unknown,
Parker Gallini LLP,,Unknown,,,Massachusetts,Unknown,Unknown,
F21 OpCo LLC (d/b/a Forever 21),,Unknown,,,Massachusetts,Unknown,Unknown,
"Mennenga, Inc. d/b/a Mennenga Tax
& Financial",,Unknown,,,Massachusetts,Unknown,Unknown,
Cornwell Quality Tools,,Unknown,,,Massachusetts,Unknown,Unknown,
"Erie Materials, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
The Episcopal School of Dallas,,Unknown,,,Massachusetts,Unknown,Unknown,
Cambridge Trust Company,,Unknown,,,Massachusetts,Unknown,Unknown,
"Loyal American Life Insurance
Company",,Unknown,,,Massachusetts,Unknown,Unknown,
Leader Bank N.A.,,Unknown,,,Massachusetts,Unknown,Unknown,
"Athlon Advisors, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
Spartaco LLC,,Unknown,,,Massachusetts,Unknown,Unknown,
"Massachusetts Department of
Unemployment Assistance",,Unknown,,,Massachusetts,Unknown,Unknown,
HomeSrerve USA Corp.,,Unknown,,,Massachusetts,Unknown,Unknown,
"Mountain View Family Practice, PC",,Unknown,,,Massachusetts,Unknown,Unknown,
M&T Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
"Marathon Asset Management, L.P.",,Unknown,,,Massachusetts,Unknown,Unknown,
"New England Life Care, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
"Handi Quilter, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
National Student Clearinghouse,,Unknown,,,Massachusetts,Unknown,Unknown,
Rockland Trust,,Unknown,,,Massachusetts,Unknown,Unknown,
"Nextiva, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
Cape Cod Five Cent Savings Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Imperial Dade,,Unknown,,,Massachusetts,Unknown,Unknown,
Raymond James Financial,,Unknown,,,Massachusetts,Unknown,Unknown,
St Mary's Credit Union,,Unknown,,,Massachusetts,Unknown,Unknown,
Watertown Savings Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Cambridge Trust Company,,Unknown,,,Massachusetts,Unknown,Unknown,
"La Clinica de La Raza, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
USAA,,Unknown,,,Massachusetts,Unknown,Unknown,
Cape Cod Five,,Unknown,,,Massachusetts,Unknown,Unknown,
"M.L. Lichtenberg & Associates, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
"Caleres, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
"Grand River Capital, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
Bienville Orthopaedic Specialists LLC,,Unknown,,,Massachusetts,Unknown,Unknown,
"CBIZ, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
"Shoyeido USA, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
Winchester Savings Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
University of Florida,,Unknown,,,Massachusetts,Unknown,Unknown,
"American Express Travel Related
Services Company, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
"American Express Travel Related
Services Company, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
Traditional Breads Inc,,Unknown,,,Massachusetts,Unknown,Unknown,
"NOW Health Group, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
Minneapolis Public Schools,,Unknown,,,Massachusetts,Unknown,Unknown,
Sonny's Enterprises LLC,,Unknown,,,Massachusetts,Unknown,Unknown,
System 7 Technology Design Inc.,,Unknown,,,Massachusetts,Unknown,Unknown,
"American Express Travel Related
Services Company, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
"Frost & Sullivan, Inc",,Unknown,,,Massachusetts,Unknown,Unknown,
"Corvias, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
Aetna Life Insurance Company,,Unknown,,,Massachusetts,Unknown,Unknown,
Delaware Life Insurance Company,,Unknown,,,Massachusetts,Unknown,Unknown,
"Delaware Life Insurance Company of
New York: former subsidiary of
Delaware Life Insurance Company",,Unknown,,,Massachusetts,Unknown,Unknown,
JK Adams Company,,Unknown,,,Massachusetts,Unknown,Unknown,
USAA,,Unknown,,,Massachusetts,Unknown,Unknown,
"Vivendi Ticketing US LLC d/b/a See
Tickets",,Unknown,,,Massachusetts,Unknown,Unknown,
Mutual One Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Mutual One Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Mutual One Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
"PracticeSuite, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
City of Marlborough,,Unknown,,,Massachusetts,Unknown,Unknown,
Lyon Real Estate,,Unknown,,,Massachusetts,Unknown,Unknown,
BNSF Railway Company,,Unknown,,,Massachusetts,Unknown,Unknown,
Bank 34,,Unknown,,,Massachusetts,Unknown,Unknown,
"W.P.S. Systems, LTD of New England
doing business as Advance America",,Unknown,,,Massachusetts,Unknown,Unknown,
Bank of America,,Unknown,,,Massachusetts,Unknown,Unknown,
CarePoint Health,,Unknown,,,Massachusetts,Unknown,Unknown,
Ryders Health Management LLC,,Unknown,,,Massachusetts,Unknown,Unknown,
"Marion County Indiana Information
Services Agency",,Unknown,,,Massachusetts,Unknown,Unknown,
"Farmers Property and Casualty
Insurance Company",,Unknown,,,Massachusetts,Unknown,Unknown,
"U-Save Foods, Inc./Price Rite
Marketplace of Roslindale",,Unknown,,,Massachusetts,Unknown,Unknown,
"Fidelity National Information Services,
Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
Associated Press,,Unknown,,,Massachusetts,Unknown,Unknown,
"Modera Wealth Management, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
"New York Council of Nonprofits, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
Orsid Realty Corporation,,Unknown,,,Massachusetts,Unknown,Unknown,
"Wells Fargo Bank, N.A.",,Unknown,,,Massachusetts,Unknown,Unknown,
Fall River Municipal Credit Union,,Unknown,,,Massachusetts,Unknown,Unknown,
Brady Martz & Associates PC,,Unknown,,,Massachusetts,Unknown,Unknown,
Beth Israel Deaconess Medical Center,,Unknown,,,Massachusetts,Unknown,Unknown,
Northfield Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
"PCS Wireless, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
"Greylock McKinnon Associates, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
Winchester Savings Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Lifeline Systems Company,,Unknown,,,Massachusetts,Unknown,Unknown,
Kirkland & Ellis LLP,,Unknown,,,Massachusetts,Unknown,Unknown,
Seacoast National Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Enterprise Bank & Trust Company,,Unknown,,,Massachusetts,Unknown,Unknown,
Ryders Health Management LLC,,Unknown,,,Massachusetts,Unknown,Unknown,
"B&G Foods, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
"VelocitySBA, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
Americold Logistics LLC,,Unknown,,,Massachusetts,Unknown,Unknown,
"Planet Home Lending, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
"Massachusetts Department of
Unemployment Assistance",,Unknown,,,Massachusetts,Unknown,Unknown,
MarketPlace Handwork of India,,Unknown,,,Massachusetts,Unknown,Unknown,
"BGP, Inc. dba Peltz Famous Brand
Shoes",,Unknown,,,Massachusetts,Unknown,Unknown,
"Paramount, a brand of Hayward
Holdings, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
Ace Electric,,Unknown,,,Massachusetts,Unknown,Unknown,
"Tally Energy Services, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
Mutual One Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Mutual One Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Sabine State Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
"eClinicalWorks, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
Medical Affiliates of Cape Cod,,Unknown,,,Massachusetts,Unknown,Unknown,
Northern Bank & Trust Company,,Unknown,,,Massachusetts,Unknown,Unknown,
Savers Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
"United Association National Pension
Fund",,Unknown,,,Massachusetts,Unknown,Unknown,
Mutual One Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
"WHYY, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
"Acadia Health LLC d/b/a Just Kids
Dental",,Unknown,,,Massachusetts,Unknown,Unknown,
Rockland Trust,,Unknown,,,Massachusetts,Unknown,Unknown,
"Emmi Roth USA, Inc",,Unknown,,,Massachusetts,Unknown,Unknown,
Biocair Inc.,,Unknown,,,Massachusetts,Unknown,Unknown,
Mutual One Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
The Mather Group LLC,,Unknown,,,Massachusetts,Unknown,Unknown,
CareRev,,Unknown,,,Massachusetts,Unknown,Unknown,
"MassMutual Ascend Life Insurance
Company; Annuity Investors Life
Insurance Company;",,Unknown,,,Massachusetts,Unknown,Unknown,
Cadence Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
The J. David Gladstone Institutes,,Unknown,,,Massachusetts,Unknown,Unknown,
"Founder Project Rx, Inc.",,Unknown,,,Massachusetts,Unknown,Unknown,
Schwartz Levine Stark,,Unknown,,,Massachusetts,Unknown,Unknown,
Skidmore College,,Unknown,,,Massachusetts,Unknown,Unknown,
"Upstream RollCo, LLC",,Unknown,,,Massachusetts,Unknown,Unknown,
"Vapor Acquisition Corporation d.b.a
Stant Corporation",,Unknown,,,Massachusetts,Unknown,Unknown,
Limestone Bank,,Unknown,,,Massachusetts,Unknown,Unknown,
Ty Inc.,,Unknown,,,Massachusetts,Unknown,Unknown,
"Renal Care of Rockland, Inc. (acquired
by Freedom Center of Rockland
County, LLC)",,Unknown,,,Massachusetts,Unknown,Unknown,
